position,name,year,heightwoshoes,heightwshoes,weight,wingspan,reach,bodyfat,handlength,handwidth,nostepvert,nostepvertreach,maxvert,maxvertreach,bench,agility,sprint,rank,drafted,year,age,games,gamesstarted,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspct,efgpct,ftr,threepar,orbpct,drbpct,trbpct,astpct,stlpct,blkpct,tovpct,usgpct,ortg,drtg,ows,dws,ws,wsp48
G,Kenny Satterfield,2001,73,74.25,176,76.5,98,,,,28.5,126.5,33,131,3,12.05,3.2,57,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kimani Ffriend,2001,81.5,82.25,228,82.75,108.5,,,,32,140.5,33,141.5,9,11.46,3.09,24,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Kirk Haston,2001,80,81.25,242,84.25,106,,,,27,133,31.5,137.5,11,12.25,3.35,62,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Kwame Brown,2001,82,83.5,243,85,108,,,,30,138,33,141,17,11.59,3.45,37,1,2005,22,42,14,908,109,237,0.46,0,0,,109,237,0.46,74,129,0.574,72,134,206,39,25,15,67,112,292,10.4,0.497,0.46,0.544,0,8.6,17.2,12.8,6.8,1.4,1.2,18.6,17.4,96,108,-0.2,0.8,0.6,0.032
,Lazaros Papadopoulos,2001,82.25,,227,86.5,110.5,,,,23,133.5,26,136.5,4,12,3.7,75,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lee Scruggs,2001,82.25,83.5,209,89.75,110.5,,,,23.5,134,29.5,140,,13.28,3.55,78,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-C,Loren Woods,2001,84.75,85.75,246,89.5,113,,,,24.5,137.5,28,141,10,11.83,3.48,70,45,2005,26,45,30,712,71,164,0.433,0,1,0,71,163,0.436,34,59,0.576,81,139,220,17,8,39,37,78,176,11.3,0.463,0.433,0.36,0.006,12.6,22.5,17.5,3.7,0.6,4,16.3,14.6,98,106,0,0.7,0.7,0.048
,Martin Rancik,2001,80.75,82,230,80,102.5,,,,32,134.5,37,139.5,14,10.77,3.19,8,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Maurice Evans,2001,76.25,77.25,221,80,101,,,,34.5,135.5,37.5,138.5,22,10.08,3.12,1,No,2007,28,76,10,1732,234,542,0.432,48,133,0.361,186,409,0.455,122,155,0.787,93,128,221,74,38,14,57,126,638,12.1,0.523,0.476,0.286,0.245,6.3,8.6,7.5,6.7,1.1,0.6,8.5,17.3,109,112,2,0.6,2.6,0.072
F,Michael Bradley,2001,81.5,83,227,85.5,107,,,,27,134,30,137,13,11.11,3.35,38,17,2005,25,18,0,119,15,24,0.625,0,1,0,15,23,0.652,3,8,0.375,8,20,28,5,1,2,5,12,33,11.7,0.6,0.625,0.333,0.042,7.6,18.7,13.2,6.7,0.4,1.2,15.4,12.1,111,109,0.1,0.1,0.2,0.082
,Michael Hicks,2001,76,77.25,197,81.25,100.5,,,,33,133.5,40.5,141,13,11.38,3.19,15,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Wright,2001,79,,247,83.5,106.5,,,,27.5,134,33.5,140,18,11.37,3.21,22,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Mardesich,2001,82.25,83.25,247,84.5,108.5,,,,24,132.5,30,138.5,8,11.65,3.45,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nate James,2001,76.75,77.75,196,82.75,103,,,,26,129,31,134,23,11.42,3.31,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Norman Richardson,2001,75.5,76.5,180,76.5,99,,,,30.5,129.5,35.5,134.5,2,10.97,3.15,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Omar Cook,2001,71.5,72.75,189,77.5,92,,,,31,123,35.5,127.5,9,10.77,3.2,21,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rashad Phillips,2001,69,70.25,166,73.5,92,,,,27,119,32,124,5,11.93,3.27,61,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Richard Jefferson,2001,79.25,80.5,223,84,103,,,,33,136,38.5,141.5,14,11.19,3.15,7,13,2005,24,33,33,1355,238,564,0.422,30,89,0.337,208,475,0.438,227,269,0.844,49,191,240,133,33,17,132,109,733,16.6,0.537,0.449,0.477,0.158,4.3,17.2,10.7,19,1.3,1,16.2,28.2,100,104,0.6,1.8,2.4,0.086
,Robb Dryden,2001,85,86,241,86.5,110.25,,,,27,137.25,30,140.25,8,12.47,3.46,73,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Rodney White,2001,79.5,80.75,243,83.5,104.5,,,,27.5,132,33,137.5,16,12.07,3.47,51,9,2005,24,58,2,677,121,289,0.419,24,60,0.4,97,229,0.424,27,44,0.614,24,65,89,44,32,11,37,64,293,12.3,0.475,0.46,0.152,0.208,4,11,7.5,11.1,2.4,1.2,10.7,22.7,95,105,-0.3,0.8,0.5,0.038
C,Ruben Boumtje-Boumtje,2001,83.5,,245,88,111,,,,26.5,137.5,31,142,6,11.84,3.33,65,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryan Carroll,2001,76,77.25,202,80.25,99,,,,34.5,133.5,39,138,14,11,3.1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sam Clancy,2001,78.25,79.5,242,86.75,107,,,,31,138,34,141,15,11.47,3.13,18,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Sean Lampley,2001,77.5,78.5,213,81.25,101,,,,36,137,40,141,12,11.06,3.12,5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Shane Battier,2001,80.25,81.5,229,82.5,105,,,,29.5,134.5,33,138,12,10.95,3.3,30,6,2005,26,80,72,2516,271,613,0.442,70,177,0.395,201,436,0.461,180,228,0.789,158,255,413,126,91,77,75,201,792,14.8,0.555,0.499,0.372,0.289,7.6,12.1,9.8,8.3,2,2.4,9.5,14.8,117,103,4.4,3.4,7.8,0.149
,SirValiant Brown,2001,71,73.25,176,76,92.5,,,,31,123.5,39.5,132,10,11.23,3,12,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Souleymane Wane,2001,80.5,81.5,235,89,109,,,,29,138,30.5,139.5,9,12.02,3.46,66,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Steven Hunter,2001,82.25,83.25,224,88,108,,,,30.5,138.5,38.5,146.5,11,11.99,3.15,33,15,2005,23,76,3,1046,135,220,0.614,0,1,0,135,219,0.616,78,163,0.479,98,129,227,13,4,102,44,131,348,14.7,0.596,0.614,0.741,0.005,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14,116,107,1.7,1,2.6,0.121
,Tate Decker,2001,81.25,82.25,218,83.75,107,,,,25.5,132.5,28.5,135.5,13,12.19,3.47,69,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tory Walker,2001,78.75,80.25,187,83.25,104.5,,,,28,132.5,33,137.5,7,11.95,3.25,56,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Trenton Hassell,2001,76.25,77.25,205,80,99.5,,,,35.5,135,37.5,137,12,11.57,3.29,27,29,2005,25,82,51,2068,225,475,0.474,1,11,0.091,224,464,0.483,90,114,0.789,80,139,219,128,30,30,64,200,541,9.3,0.515,0.475,0.24,0.023,4.6,7.4,6,9.4,0.8,1,10.9,13.2,108,111,1.7,1,2.7,0.063
F,Troy Murphy,2001,81.75,83,230,83,105.5,,,,28.5,134,34.5,140,11,11.22,3.43,39,14,2005,24,70,69,2375,392,947,0.414,59,148,0.399,333,799,0.417,233,319,0.73,251,505,756,97,53,33,108,190,1076,16.8,0.495,0.445,0.337,0.156,11,24.2,17.3,6.9,1.1,1,9,22.2,106,105,2.6,2.7,5.3,0.107
,Troy Ostler,2001,80.75,82.25,200,85.5,106.5,,,,26.5,133,29.5,136,2,13.42,3.5,77,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Tyson Chandler,2001,83.5,84.5,224,87,110,,,,31,141,33.5,143.5,2,12.13,3.36,68,2,2005,22,80,10,2189,207,419,0.494,0,2,0,207,417,0.496,226,336,0.673,261,514,775,65,69,141,118,268,640,16.4,0.565,0.494,0.802,0.005,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14,112,94,2.8,5.5,8.3,0.183
G,Will Solomon,2001,71.75,73.25,172,81.5,99.5,,,,28.5,128,35,134.5,4,11.3,3.22,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zach Marbury,2001,73.25,74.75,183,75.5,96.5,,,,33,129.5,36.5,133,,11.53,3.1,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aaron McGhee,2002,79,80,255,82,105.5,,,,26,131.5,28.5,134,,12.24,,78,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amare Stoudemire,2002,80.5,82,233,85.75,108.5,,,,32,140.5,35.5,144,12,11.19,3.25,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andy Ellis,2002,81.25,82.75,220,82.25,102,,,,32,134,35.5,137.5,6,11.69,3.34,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Anthony Grundy,2002,72.75,74,167,79.75,99,,,,27.5,126.5,32,131,,11.1,3.39,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Brown,2002,74.5,75.75,194,79,99,,,,26,125,33,132,8,11.43,3.29,47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brooks Sales,2002,81,81.75,232,82,108,,,,26,134,29.5,137.5,13,11.05,3.29,31,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byron Mouton,2002,76.5,77.5,213,82.25,102,,,,24,126,30,132,7,11.84,3.1,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-C,Carlos Boozer,2002,79.75,81.5,258,86.25,108.5,,,,26.5,135,28.5,137,13,10.77,3.31,32,34,2006,24,33,19,1025,219,399,0.549,0,0,,219,399,0.549,99,137,0.723,73,212,285,88,30,8,69,105,537,21.4,0.585,0.549,0.343,0,8.6,25.3,16.9,18,1.6,0.6,13.1,23.9,113,105,2.2,1.3,3.5,0.162
F,Caron Butler,2002,77.25,78.5,222,83.5,103.5,,,,27,130.5,31,134.5,2,12.15,3.33,68,10,2006,25,75,54,2708,494,1086,0.455,41,120,0.342,453,966,0.469,289,332,0.87,114,352,466,186,127,18,175,238,1318,17,0.535,0.474,0.306,0.11,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,107,106,3.5,2.8,6.3,0.112
,Chris Burgess,2002,82,83,246,83.5,109,,,,24.5,133.5,31,140,24,11.58,3.37,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Christoffersen,2002,84.75,86,291,87.5,109,,,,28,137,31,140,13,12.55,3.39,57,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Chris Owens,2002,79,80.25,237,83.5,104,,,,,,,,10,,,76,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Chris Wilcox,2002,80.25,81.5,218,85,107.5,,,,31,138.5,34.5,142,20,11.43,3.16,5,8,2006,23,77,24,1529,257,450,0.571,0,2,0,257,448,0.574,112,153,0.732,118,292,410,52,33,34,72,183,626,17.3,0.605,0.571,0.34,0.004,9.3,22.5,15.9,5.7,1.1,1.7,12.2,17.5,117,108,3.2,1.2,4.4,0.138
,Cordell Henry,2002,68,69.25,155,73,92,,,,33,125,37.5,129.5,1,11.3,3.04,15,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Corsley Edwards,2002,79.25,80.75,285,82.75,106.5,,,,28.5,135,33,139.5,12,12.18,3.31,50,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Craig Dawson,2002,75.5,76.75,200,78.25,102,,,,26,128,30,132,,12.06,3.25,65,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Curtis Borchardt,2002,82.75,84.25,238,86.5,112,,,,24,136,27,139,7,12.56,3.63,74,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Dajuan Wagner,2002,72.75,74,193,74,99,,,,28,127,35,134,16,12.03,3.22,21,6,2007,23,1,0,7,1,1,1,1,1,1,0,0,,1,2,0.5,0,0,0,1,0,0,1,1,4,17.2,1.064,1.5,2,1,0,0,0,20.9,0,0,34.7,17.5,123,117,0,0,0,0.122
,Damon Hancock,2002,74.75,75.75,203,78,99.5,,,,32,131.5,35,134.5,15,11.62,3.03,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Darius Songaila,2002,80,81.5,240,85,108.5,,,,24.5,133,29.5,138,8,11.69,3.52,67,49,2007,28,37,1,700,118,225,0.524,0,2,0,118,223,0.529,46,54,0.852,44,90,134,38,17,10,43,105,282,13.6,0.567,0.524,0.24,0.009,7,15.2,11,9,1.2,1.1,14.7,18.3,109,111,0.8,0.3,1.1,0.078
,David Graves,2002,76.5,77.75,212,79,101,,,,26,127,29.5,130.5,8,11.2,3.27,44,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Drew Gooden,2002,80.75,82,227,84.5,106.5,,,,29,135.5,33,139.5,13,11.81,3.19,22,4,2006,24,79,79,2174,334,652,0.512,1,3,0.333,333,649,0.513,176,258,0.682,237,428,665,56,52,49,106,190,845,17.6,0.552,0.513,0.396,0.005,12.8,23.5,18.1,4.4,1.3,1.7,12.2,18.6,112,104,3.6,2.9,6.6,0.145
,Elvin Mims,2002,76.25,77.5,211,85.5,105.5,,,,32,137.5,38,143.5,7,11.17,3.22,16,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-F,Fred Jones,2002,74.25,,218,84,100,,,,33.5,133.5,37.5,137.5,,11.12,3.13,18,14,2006,26,68,2,1837,233,559,0.417,63,187,0.337,170,372,0.457,122,160,0.763,18,152,170,154,55,20,107,142,651,11,0.517,0.473,0.286,0.335,1.2,9.3,5.3,14.5,1.6,0.8,14.5,18.7,100,105,0.4,2.2,2.6,0.069
,George Williams,2002,77.75,78.75,214,84.5,103,,,,33.5,136.5,39,142,11,11.21,3.24,11,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greg Harrington,2002,73,74,183,75.75,97,,,,28.5,125.5,34,131,15,12.06,3.32,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Immanuel McElroy,2002,74.25,75.25,191,78.5,100,,,,,,,,9,,,77,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Israel Sheinfeld,2002,80.25,81.25,239,81.75,106.5,,,,,,,,8,,,79,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,J.R. Bremer,2002,73.25,,188,74.25,96,,,,30,126,35.5,131.5,24,10.93,3.1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jannero Pargo,2002,72.25,73.75,168,74.5,96,,,,25.5,121.5,29.5,125.5,5,11.11,3.2,38,No,2006,26,57,0,646,109,292,0.373,39,103,0.379,70,189,0.37,17,21,0.81,8,53,61,94,24,2,61,57,274,9.9,0.455,0.44,0.072,0.353,1.4,9.4,5.4,24.8,1.9,0.2,16.8,25.3,89,105,-0.9,0.8,-0.1,-0.008
,Jared Jeffires,2002,82,,230,84.5,109,,,,26,135,30,139,9,11.73,3.4,63,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jason Jennings,2002,83.25,84.5,249,91,111,,,,29,140,32,143,8,11.92,3.62,62,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jay Williams,2002,72.25,73.75,197,75.5,97,,,,28.5,125.5,36,133,10,10.34,3.09,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jobey Thomas,2002,74.75,76.25,183,77.75,99.5,,,,26,125.5,32,131.5,13,11.46,3.3,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,John Salmons,2002,77.5,79,207,82.25,104,,,,30.5,134.5,34.5,138.5,12,11.35,3.25,19,26,2006,26,82,24,2059,219,521,0.42,26,87,0.299,193,434,0.445,155,200,0.775,48,172,220,223,73,13,125,178,619,10.7,0.508,0.445,0.384,0.167,2.7,9.8,6.3,16.7,1.8,0.5,17,16.3,100,110,0.5,1.2,1.7,0.04
,Julian Sensley,2002,79,80,228,83.5,105.5,,,,27.5,133,31.5,137,8,11.85,3.32,59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Kareem Rush,2002,76.75,77.75,199,81.75,103.5,,,,26,129.5,30,133.5,15,11.86,3.22,34,20,2006,25,47,25,1111,181,469,0.386,57,164,0.348,124,305,0.407,55,77,0.714,18,85,103,50,38,13,65,79,474,9.8,0.471,0.447,0.164,0.35,1.8,9.5,5.4,7.7,1.8,0.9,11.4,22.7,91,109,-1,0.7,-0.2,-0.01
,Kei Madison,2002,79.75,81,216,84.5,107,,,,27.5,134.5,34.5,141.5,6,11.74,3.22,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kevin Lyde,2002,80.75,81.25,278,86,109.5,,,,27.5,137,30.5,140,13,12.97,3.36,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kris Lang,2002,81.25,82.5,242,83.75,109,,,,28,137,29,138,19,11.36,3.24,20,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lee Benson,2002,80.25,81.5,217,85.75,109,,,,27.5,136.5,32.5,141.5,14,11.44,3.29,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenny Cooke,2002,77.5,78.5,214,85,107,,,,,,,,,,,81,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lonnie Jones,2002,82.25,83.25,230,86.25,112,,,,30.5,142.5,31.5,143.5,15,11.8,3.33,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Lonny Baxter,2002,78.25,79.75,264,85.5,107.5,,,,28,135.5,32.5,140,14,11.77,3.21,23,43,2006,27,41,0,400,45,104,0.433,0,0,,45,104,0.433,28,35,0.8,45,72,117,4,11,8,20,56,118,11.9,0.494,0.433,0.337,0,13.2,21.3,17.1,1.7,1.5,1.6,14.3,16.2,101,103,0.1,0.6,0.7,0.088
,Lubos Barton,2002,78.5,79.75,221,84,107,,,,25.5,132.5,31.5,138.5,14,11.2,3.31,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luke Recker,2002,76.75,78.5,198,79,101,,,,25.5,126.5,31,132,13,10.78,3.27,24,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Lynn Greer,2002,72.25,73.5,170,73,94.5,,,,29.5,124,36.5,131,12,11.24,3.16,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Marcus Haislip,2002,80.5,81.75,221,84,107,,,,33.5,140.5,36.5,143.5,8,11.35,3.21,17,13,2010,29,10,0,44,10,21,0.476,3,5,0.6,7,16,0.438,2,5,0.4,4,6,10,0,0,2,3,5,25,15.4,0.539,0.548,0.238,0.238,10.9,15.7,13.3,0,0,3.3,11.5,27.3,100,106,0,0.1,0.1,0.065
,Marcus Taylor,2002,73,74,181,76.5,98.5,,,,27.5,126,33.5,132,4,11.25,3.31,49,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Mario Kasun,2002,83.75,,260,83.5,109,,,,,,,,12,,,73,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Matt Barnes,2002,78.75,80,226,81,96.5,,,,35.5,132,40.5,137,11,10.68,3.28,8,45,2007,26,76,23,1813,275,628,0.438,106,290,0.366,169,338,0.5,90,123,0.732,91,259,350,156,73,41,105,188,746,14.7,0.547,0.522,0.196,0.462,5.4,16,10.6,12.8,1.9,1.7,13.3,18.5,107,107,1.9,1.8,3.7,0.099
G,Maurice Baker,2002,71.75,73,178,76,96,,,,29.5,125.5,33,129,2,12.19,3.29,58,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Melvin Ely,2002,81,82,240,88,111,,,,26,137,29,140,7,11.96,3.35,70,12,2006,27,57,22,1348,216,425,0.508,0,2,0,216,423,0.511,128,192,0.667,94,183,277,76,29,44,100,160,560,14.3,0.55,0.508,0.452,0.005,7.6,16.8,11.9,9.7,1.1,2.5,16.4,20.1,103,107,0.8,1.2,2,0.072
G,Mike Dunleavy,2002,80,81.5,230,81,106,,,,24.5,130.5,29,135,11,11.55,3.3,53,3,1980,25,51,,1036,148,319,0.464,3,20,0.15,145,299,0.485,111,134,0.828,26,74,100,210,40,4,110,120,410,12.9,0.542,0.469,0.42,0.063,2.7,8.1,5.3,26.7,1.8,0.2,22.5,18.6,104,110,0.9,0.5,1.4,0.065
F-G,Mike Dunleavy,2002,80,81.5,230,81,106,,,,24.5,130.5,29,135,11,11.55,3.3,53,3,2006,25,81,68,2578,331,816,0.406,74,260,0.285,257,556,0.462,196,252,0.778,78,321,399,237,60,32,120,199,932,12.5,0.503,0.451,0.309,0.319,3.3,14.2,8.6,15,1.2,0.9,11.5,18.1,104,107,1.9,2.3,4.2,0.077
,Mire Chatman,2002,72,,174,78,98,,,,29,127,33,131,1,11.12,3.18,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mohammed Lasege,2002,80.75,,228,86,108.5,,,,27.5,136,30,138.5,18,12.96,3.29,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-C,Nene Hilario,2002,81.25,82.25,253,88.5,109,,,,30,139,34,143,16,10.73,3.19,2,7,2006,23,1,0,3,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,2,1,0,-54.4,0,0,0,0,0,0,0,0,0,0,66.7,44.8,0,114,-0.1,0,-0.1,-1.312
,Peter Fehse,2002,82,83,220,84.5,109,,,,,,,,,,,82,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Predrag Savovic,2002,76.75,78,212,79,102,,,,22.5,124.5,28.5,130.5,13,10.94,3.38,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preston Shumpert,2002,78,79.5,197,80.5,103.5,,,,28.5,132,29,132.5,9,11.03,3.24,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Qyntel Woods,2002,79,80.5,213,82,105,,,,33.5,138.5,34.5,139.5,2,11.94,3.23,41,21,2006,24,49,16,1013,129,254,0.508,22,60,0.367,107,194,0.552,49,76,0.645,44,146,190,47,32,13,61,96,329,12.4,0.572,0.551,0.299,0.236,5.2,17.7,11.4,8,1.7,1.1,17.5,15.6,105,110,0.7,0.6,1.3,0.061
F,Randy Holcomb,2002,79,80.25,225,85,105,,,,29.5,134.5,35.5,140.5,15,12.85,3.22,25,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-F,Rasual Butler,2002,78.75,79.5,198,84,105.5,,,,31.5,137,37.5,143,10,11.54,3.29,27,52,2006,26,79,20,1875,257,633,0.406,92,242,0.38,165,391,0.422,79,114,0.693,51,181,232,40,33,45,65,142,685,10.8,0.501,0.479,0.18,0.382,3.2,11.8,7.4,3.7,0.9,2,8.7,18.6,100,109,0.4,1.3,1.7,0.045
F,Reggie Evans,2002,79.5,80.5,250,86.5,107.5,,,,26,133.5,29.5,137,15,12.73,3.26,48,No,2006,25,67,25,1393,131,268,0.489,0,1,0,131,267,0.491,115,217,0.53,171,331,502,38,40,10,85,166,377,12.5,0.519,0.489,0.81,0.004,14.6,28.3,21.4,4,1.5,0.5,19,14.4,104,107,0.8,1.3,2.1,0.072
F,Robert Archibald,2002,82,83,250,83.75,109.5,,,,24,133.5,27.5,137,10,11.34,3.33,56,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rod Grizzard,2002,78,79.75,193,84,107,,,,,,,,6,,,80,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rolan Roberts,2002,77.75,78.75,241,85,105.5,,,,32.5,138,37.5,143,16,11.36,3.33,14,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Ronald Murray,2002,75,76.5,197,79.5,100.5,,,,31,131.5,36.5,137,9,11.13,3.16,10,41,2006,26,76,27,2112,321,768,0.418,37,141,0.262,284,627,0.453,172,242,0.711,33,120,153,197,68,11,135,133,851,11.5,0.487,0.442,0.315,0.184,1.8,6.9,4.3,15.4,1.7,0.4,13.4,21.7,98,113,0.2,0.5,0.7,0.015
F,Ryan Humphrey,2002,78,79,223,84,104.5,,,,31.5,136,37.5,142,13,11.75,3.2,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sean Kennedy,2002,72.75,,182,74.5,96,,,,22.5,118.5,26.5,122.5,,11.64,3.28,66,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Smush Parker,2002,74.5,76,179,82,107.5,,,,21,128.5,28.5,136,1,12.3,3.26,71,No,2007,25,82,80,2457,342,785,0.436,110,301,0.365,232,484,0.479,113,175,0.646,45,161,206,228,119,10,153,211,907,11.6,0.526,0.506,0.223,0.383,2.2,7.6,4.9,14.6,2.5,0.3,15.1,18.6,101,110,0.7,1.6,2.3,0.045
,Steve Logan,2002,70,71.5,207,71.75,92.5,,,,,,,,11,,,75,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
