position,name,combineyear,heightwoshoes,heightwshoes,weight,wingspan,reach,bodyfat,handlength,handwidth,nostepvert,nostepvertreach,maxvert,maxvertreach,bench,agility,sprint,rank,drafted,year,age,games,gamesstarted,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspct,efgpct,ftr,threepar,orbpct,drbpct,trbpct,astpct,stlpct,blkpct,tovpct,usgpct,ortg,drtg,ows,dws,ws,wsp48
G,Robert Hite,2006,73,74,184,79,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Rodney Carney,2006,76.5,77.75,204,82,103.5,5.3,,,32,135.5,38.5,142,10,10.57,3.06,5,16,2008,23,70,6,1039,158,392,0.403,38,120,0.317,120,272,0.441,55,81,0.679,50,99,149,32,39,23,34,96,409,12.1,0.478,0.452,0.207,0.306,5.7,11.4,8.5,5,2,1.8,7.4,20,103,107,0.4,1.2,1.6,0.075
G-F,Ronnie Brewer,2006,77.75,78.75,223,83.25,103.5,5,,,35,138.5,41,144.5,19,11.32,3.14,2,14,2008,22,76,76,2088,354,634,0.558,11,50,0.22,343,584,0.587,195,257,0.759,97,121,218,134,129,19,69,110,914,18.4,0.612,0.567,0.405,0.079,5.7,7,6.4,9.7,3.2,0.7,8.5,17.5,124,106,5.4,2.4,7.8,0.178
F,Rudy Gay,2006,79,80,222,87,107.2,5.7,,,33,140.2,40.5,147.7,9,11.03,3.32,26,8,2008,21,81,81,3000,625,1355,0.461,134,387,0.346,491,968,0.507,248,316,0.785,140,359,499,158,111,79,190,230,1632,17.4,0.546,0.511,0.233,0.286,5.2,13.5,9.3,9.3,1.9,1.9,11.3,25,106,110,2.9,2.1,5,0.08
,Saer Sene,2006,83,84,237,92.5,113,6.6,,,28.5,141.5,31,144,7,12.52,3.38,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sean Dockery,2006,73,74,183,77.25,95.5,7.3,,,29,124.5,33,128.5,4,10.88,3.34,56,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Shawne Williams,2006,79.25,80.75,227,87,104,8,,,32,136,31,135,,10.69,3.3,57,17,2008,21,65,3,967,159,372,0.427,43,137,0.314,116,235,0.494,76,106,0.717,54,122,176,59,26,26,58,132,437,12.8,0.522,0.485,0.285,0.368,6,14,9.9,9.8,1.3,2,12.2,21.3,102,108,0.4,1,1.4,0.069
F,Shelden Williams,2006,79.5,80.5,258,88.25,104,11.4,,,29,133,33.5,137.5,25,11.53,3.59,31,5,2008,24,64,0,776,92,212,0.434,0,2,0,92,210,0.438,71,105,0.676,68,137,205,19,22,21,35,110,255,11.9,0.494,0.434,0.495,0.009,10.4,20.5,15.5,3.8,1.5,2.1,11.9,17,103,107,0.4,0.8,1.2,0.072
F,Solomon Jones,2006,81.25,82.25,216,88.5,109,7.4,,,32,141,39,148,6,11.27,3.3,41,33,2008,23,35,0,145,12,30,0.4,0,2,0,12,28,0.429,11,20,0.55,19,23,42,0,3,5,11,28,35,6.8,0.451,0.4,0.667,0.067,15.3,18.4,16.9,0,1.1,2.6,22.1,15.6,89,108,-0.1,0.1,0,0
F,Steve Novak,2006,80.5,82,216,81.5,103,8.1,,,24.5,127.5,31,134,5,11.11,3.37,66,32,2008,24,35,0,264,49,102,0.48,34,71,0.479,15,31,0.484,3,4,0.75,4,31,35,6,2,3,4,17,135,17.3,0.651,0.647,0.039,0.696,1.7,13,7.5,3.9,0.4,0.8,3.7,18.7,128,105,0.7,0.3,1.1,0.196
F,Steven Smith,2006,79.5,81.25,238,84.5,104,7.8,,,29.5,133.5,34.5,138.5,15,12.08,3.4,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taj Gray,2006,79.25,80.5,231,84.75,107,6.8,,,28.5,135.5,33,140,10,11.02,3.45,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taquan Dean,2006,74,75,183,78.75,98,3.9,,,30.5,128.5,34.5,132.5,16,10.53,3.2,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Tarence Kinsey,2006,77,78.5,179,80,100.5,4.1,,,29,129.5,35.5,136,5,10.67,3.3,45,No,2008,23,11,0,96,16,38,0.421,3,7,0.429,13,31,0.419,5,6,0.833,3,9,12,2,3,0,3,11,40,10.3,0.492,0.461,0.158,0.184,3.5,10.6,7,3.4,1.6,0,6.9,20.2,99,113,0,0,0,0.02
,Tedric Hill,2006,79.75,81,236,85,107,7.3,,,30,137,36.5,143.5,1,12.23,3.24,65,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terence Dials,2006,79.75,81,253,84,106,15.8,,,26.5,132.5,30,136,16,11.54,3.5,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terrell Everett,2006,75.5,76.5,189,79.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tim Smith,2006,67.5,68.5,161,75.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tony Skinn,2006,71.5,72.5,161,75.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Torin Francis,2006,82,83,249,85.25,105.5,12.4,,,26.5,132,32,137.5,9,11.97,3.51,71,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travis Garrison,2006,79.5,80.5,234,86.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Tyrus Thomas,2006,79.25,80.25,217,87,108,5.6,,,34,142,39.5,147.5,8,11.36,3.2,22,4,2008,21,74,27,1330,186,440,0.423,1,6,0.167,185,434,0.426,129,174,0.741,102,240,342,90,48,72,77,170,502,14.6,0.486,0.424,0.395,0.014,8.4,21.1,14.5,11,1.9,4.2,13,19.7,101,103,0.4,2.1,2.4,0.088
,Viktor Keirou,2006,77.25,78,202,81.25,104,5.5,,,29,133,34.5,138.5,11,11.4,3.24,34,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vincent Grier,2006,75,76.25,210,82.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Will Blalock,2006,71.25,72.5,194,78,96.5,7.2,,,35,131.5,40,136.5,8,11.08,3.18,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yemi Nicholson,2006,80.75,81.75,257,88,107,17.2,,,26.5,133.5,26,133,8,12.57,3.65,80,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,*Glen Davis,2007,79.75,81,298,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Aaron Brooks,2007,70.5,71.75,161,76,94,2.7,,,32.5,126.5,39.5,133.5,6,10.57,3.2,14,26,2009,24,80,35,1998,316,783,0.404,113,309,0.366,203,474,0.428,149,172,0.866,33,124,157,238,46,8,125,152,894,12.9,0.521,0.476,0.22,0.395,2,7,4.6,20.2,1.2,0.3,12.7,22.9,105,108,1.4,2.2,3.6,0.086
C,Aaron Gray,2007,84,85.75,271,87.25,108.5,15,,,27,135.5,32.5,141,17,12.07,3.7,65,49,2009,24,56,18,715,81,167,0.485,0,1,0,81,166,0.488,34,59,0.576,84,136,220,46,14,18,40,135,196,11.5,0.508,0.485,0.353,0.006,13.5,21.7,17.6,9.6,1,1.8,17.2,14.5,107,107,0.5,0.8,1.3,0.086
,Aaron Nixon,2007,73.5,74.5,220,81.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Acie Law,2007,74,75.5,186,78.5,98,5.6,,,29,127,34,132,8,11,3.22,32,11,2009,24,55,1,560,52,139,0.374,9,29,0.31,43,110,0.391,49,60,0.817,6,52,58,86,11,3,29,43,162,10.6,0.49,0.406,0.432,0.209,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,105,111,0.3,0.4,0.7,0.062
,Adam Haluska,2007,76.5,77.5,210,80.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Al Horford,2007,80.75,81.75,246,84.75,107,9.1,,,31,138,35.5,142.5,20,12.15,3.37,21,3,2009,22,67,67,2242,312,594,0.525,0,1,0,312,593,0.526,149,205,0.727,145,479,624,163,53,95,103,190,773,17,0.565,0.525,0.345,0.002,7.6,25,16.3,11.9,1.3,3.3,13.1,16.4,114,104,3.3,3.5,6.8,0.145
F,Al Thornton,2007,77.75,79,221,85,104,5.8,,,35,139,41,145,9,11.96,3.16,17,14,2009,25,71,67,2654,469,1051,0.446,20,79,0.253,449,972,0.462,236,313,0.754,122,246,368,103,59,62,130,227,1194,12.6,0.502,0.456,0.298,0.075,5.2,11,8,6.9,1.2,1.7,9.9,22.6,100,114,0.2,1,1.3,0.023
,Alan Wiggins,2007,79,80,234,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aleksandar Ugrinoski,2007,,74.75,179,78,95.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Alexis Ajinca,2007,,84.75,207,92.75,112,,,,,,,,,,,,20,2010,21,6,0,30,5,10,0.5,0,0,,5,10,0.5,0,1,0,1,3,4,0,1,1,2,5,10,6.3,0.479,0.5,0.1,0,4.1,11.8,8,0,1.8,2.7,16.1,19.3,81,103,-0.1,0,0,-0.013
,Ali Traore,2007,80.75,81.75,249,88,108.5,12.1,,,25,133.5,29,137.5,11,12.16,3.52,74,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antanas Kavaliauskas,2007,81.5,82.5,241,82.25,106.5,7.7,,,25.5,132,30,136.5,19,11.19,3.42,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Anthony Tolliver,2007,79.5,80,244,86.25,107.5,5.7,,,28.5,136,30,137.5,21,11.49,3.29,15,No,2010,24,46,29,1427,193,449,0.43,50,152,0.329,143,297,0.481,103,134,0.769,84,236,320,87,32,33,46,128,539,13.6,0.531,0.486,0.298,0.339,6.5,18.7,12.5,8.6,1.1,1.7,8.3,16.6,111,112,1.7,0.8,2.5,0.084
,Avis Wyatt,2007,80.75,81.5,212,85,107,3.3,,,27.5,134.5,32,139,12,11.46,3.23,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ayinde Ubaka,2007,74.5,75.75,200,76.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Blake Ahearn,2007,73.25,74.75,186,76.75,,,,,,,,,,,,,No,2009,24,3,0,19,2,6,0.333,2,4,0.5,0,2,0,2,2,1,0,1,1,2,1,0,1,3,8,12.9,0.581,0.5,0.333,0.667,0,6.2,3.1,16,2.9,0,12.7,20.1,113,104,0,0,0.1,0.149
,Blake Schilb,2007,78,79.25,216,81,102.5,11.3,,,26.5,129,33.5,136,11,11.63,3.36,53,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Bobby Brown,2007,71.75,73.75,170,76,95.5,6.4,,,32.5,128,41,136.5,3,11.27,3.25,38,No,2010,25,45,0,519,88,237,0.371,26,98,0.265,62,139,0.446,13,15,0.867,9,29,38,88,15,1,46,42,215,9.3,0.441,0.426,0.063,0.414,2,6.6,4.3,27.5,1.5,0.1,15.9,25.4,90,113,-0.7,0.2,-0.5,-0.05
,Brad Newley,2007,77.5,78.5,201,80,102.5,8.2,,,29.5,132,31.5,134,3,11.77,3.29,63,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Brandan Wright,2007,80.75,82,200,87.75,108.5,5.8,,,30.5,139,35.5,144,2,11.76,3.31,61,8,2009,21,39,23,688,130,246,0.528,0,4,0,130,242,0.537,63,85,0.741,62,95,157,21,22,37,23,74,323,18.7,0.57,0.528,0.346,0.016,9.8,15,12.4,4.9,1.6,3.7,7.5,19,118,112,1.4,0.4,1.9,0.131
,Brandon Heath,2007,74,75.75,181,79,94,9,,,32,126,36,130,11,11.39,3.28,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Wallace,2007,80.5,82,198,85,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Cusworth,2007,83.5,84.5,260,87.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caleb Green,2007,79,79.5,241,83.75,103,10.9,,,28.5,131.5,36,139,9,11.72,3.46,57,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carl Elliott,2007,74.5,75,213,79.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Carl Landry,2007,79.75,80.5,248,83,102.5,7.5,,,31.5,134,36.5,139,21,11.35,3.29,5,31,2009,25,69,0,1467,240,418,0.574,1,3,0.333,239,415,0.576,157,193,0.813,124,219,343,39,26,31,68,166,638,17.7,0.634,0.575,0.462,0.007,10.3,16.7,13.6,4.6,0.9,1.5,11.9,18.1,123,104,3.7,2.2,5.9,0.193
F,Cartier Martin,2007,77.5,79,224,82.25,103.5,5.6,,,27,130.5,29.5,133,11,12.1,3.43,64,No,2010,25,18,2,390,50,136,0.368,17,49,0.347,33,87,0.379,24,30,0.8,25,43,68,16,11,1,19,48,141,9,0.473,0.43,0.221,0.36,7.1,12.6,9.8,6.2,1.4,0.2,11.3,18.8,97,113,-0.1,0.2,0.1,0.011
F,Chris Richard,2007,79.5,80.75,252,88.5,110.5,7.5,,,26.5,137,30.5,141,15,11.39,3.29,35,41,2010,25,18,0,224,15,29,0.517,0,0,,15,29,0.517,7,11,0.636,19,40,59,7,8,4,14,50,37,6.5,0.547,0.517,0.379,0,9.6,19.6,14.7,4.4,1.8,1.4,29.3,9.6,96,103,0,0.4,0.3,0.067
,Christian Burns,2007,78.75,80,230,81,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Coby Karl,2007,75.5,76.75,204,83,99.5,7.8,,,32,131.5,34.5,134,9,11.57,3.41,49,No,2010,26,7,1,113,11,32,0.344,2,11,0.182,9,21,0.429,4,6,0.667,4,14,18,15,3,1,10,14,28,5.1,0.404,0.375,0.188,0.344,3.9,14,8.9,17.9,1.3,0.6,22.4,17,82,113,-0.2,0,-0.2,-0.076
,Coleman Collins,2007,80,81.75,236,86,107,6.2,,,30,137,35,142,21,11.47,,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Corey Brewer,2007,78.75,79.75,185,80.25,103,4.2,,,30.5,133.5,36.5,139.5,11,11.69,3.22,29,7,2009,22,15,8,307,37,90,0.411,5,12,0.417,32,78,0.41,14,19,0.737,18,31,49,25,15,3,13,37,93,11.2,0.473,0.439,0.211,0.133,6.6,12.3,9.3,12.9,2.6,0.8,11.7,16.3,102,110,0.1,0.3,0.3,0.052
C,Courtney Sims,2007,81.5,82.5,241,87.25,,,,,,,,,,,,,No,2009,25,2,0,13,3,6,0.5,0,0,,3,6,0.5,0,0,,2,2,4,0,0,0,1,1,6,12.8,0.5,0.5,0,0,16.3,17.4,16.8,0,0,0,14.3,23.5,95,114,0,0,0,-0.013
,Craig Bradshaw,2007,81,82.25,241,86,106.5,12.1,,,26,132.5,28,134.5,12,11.88,3.54,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curtis Sumpter,2007,78,79.75,227,81.5,104,5.3,,,27.5,131.5,32.5,136.5,12,11.3,3.22,31,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,D.J. Strawberry,2007,75.75,77,199,78.5,101,4.5,,,28.5,129.5,35,136,21,10.87,3.14,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DaShaun Wood,2007,70.75,71.5,167,72.75,92,5.4,,,31.5,123.5,34.5,126.5,13,11.4,3.23,19,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Daequan Cook,2007,75.75,77.75,203,80.25,101.5,7,,,30,131.5,34.5,136,4,11.12,3.22,41,21,2009,21,75,4,1833,242,645,0.375,153,395,0.387,89,250,0.356,49,56,0.875,19,170,189,71,39,10,42,125,686,10.3,0.512,0.494,0.087,0.612,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,104,111,0.9,1.3,2.2,0.056
,Dan Nwaelele,2007,75.5,76.5,202,81.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Darryl Watkins,2007,82,82.5,250,87.25,110,6.9,,,26.5,136.5,31,141,14,11.65,3.56,60,No,2012,27,5,0,98,7,14,0.5,0,0,,7,14,0.5,9,18,0.5,8,19,27,3,5,4,8,14,23,10.8,0.525,0.5,1.286,0,9.9,22.7,16.4,4.7,2.8,3.4,26.7,14.4,90,99,-0.1,0.2,0.1,0.056
,David Teague,2007,76.5,77.5,191,77.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,De'Angelo Alexander,2007,76,77.5,220,82.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Demetris Nichols,2007,78.25,79.5,211,84.25,105,6.2,,,28.5,133.5,32.5,137.5,16,10.39,3.38,16,53,2009,24,4,0,14,3,9,0.333,0,2,0,3,7,0.429,1,2,0.5,0,2,2,1,0,1,0,1,7,8.8,0.354,0.333,0.222,0.222,0,16.2,7.8,12.2,0,5.2,0,31,82,110,0,0,0,-0.108
,Derek Raivio,2007,73.5,74.5,169,74.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dion Harris,2007,75,76,212,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dominic James,2007,70.5,71.75,175,74,93,4.8,,,33.5,126.5,38.5,131.5,14,10.94,3.11,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Dominic McGuire,2007,79.75,80.25,220,82.5,104,4.7,,,28.5,132.5,34.5,138.5,12,10.95,3.25,20,47,2009,23,79,57,2072,140,324,0.432,2,4,0.5,138,320,0.431,74,102,0.725,113,315,428,198,62,74,92,153,356,10.8,0.483,0.435,0.315,0.012,6.2,18.4,12.1,13.8,1.6,2.9,20,10.1,103,112,0.5,1.3,1.7,0.04
,Dontaye Draper,2007,70.75,72,179,75.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drew Williamson,2007,72,72.5,181,74.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dustin Salisbery,2007,75.75,76.75,208,80,100.5,6.6,,,34,134.5,38,138.5,11,11.07,3.12,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ekene Ibekwe,2007,81,82.25,210,90.25,104,3.2,,,34.5,138.5,39,143,10,11,3.28,22,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emir Predeldzic,2007,,80,200,80.75,103,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frank Young,2007,76.5,77.5,198,81.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Gary Neal,2007,75.5,76.5,200,77,,,,,,,,,,,,,No,2012,27,56,7,1206,212,486,0.436,83,198,0.419,129,288,0.448,50,64,0.781,12,106,118,117,27,2,60,75,557,14.2,0.542,0.522,0.132,0.407,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,107,107,1.6,0.9,2.5,0.101
,Giorgi Shermadini,2007,,83.5,250,85.75,106.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Greg Oden,2007,83,84,257,88.25,112,7.8,,,32,144,34,146,,11.67,3.27,62,1,2010,22,21,21,502,92,152,0.605,0,0,,92,152,0.605,49,64,0.766,64,114,178,19,8,48,39,84,233,23.1,0.647,0.605,0.421,0,15.6,28.3,21.9,6.7,0.9,7.7,17.8,20.7,118,100,1.3,1,2.2,0.214
,Herbert Hill,2007,79.75,81.75,232,86.25,108.5,5.6,,,30.5,139,34,142.5,15,12.31,3.39,46,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ian Vouyoukas,2007,81,82.75,278,85,108.5,14.8,,,23,131.5,28,136.5,8,13.7,3.72,81,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ibrahim Jaaber,2007,74.25,75,174,80.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivan Harris,2007,78.5,79.75,210,84.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivan Radenovic,2007,81,82.75,226,83.75,106,9.8,,,23,129,28,134,7,11.61,3.6,76,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J.R. Reynolds,2007,72.5,74.75,188,75.25,95,8.2,,,27.5,122.5,34.5,129.5,15,11.69,3.24,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jahsha Bluntt,2007,75.75,76.5,214,79.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamaal Tatum,2007,72.75,74,166,74.75,93.5,5,,,28.5,122,33,126.5,7,11.51,3.22,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamar Wilson,2007,71.75,73,176,77.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,James Hughes,2007,82,83.25,211,87.75,111,3.5,,,31,142,33,144,8,13.31,3.37,71,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamon Gordon,2007,72.5,73.5,210,79.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jared Dudley,2007,77.75,79.25,219,79,102,7.1,,,28,130,32,134,14,11.32,3.45,44,22,2009,23,68,7,1155,136,285,0.477,29,74,0.392,107,211,0.507,71,105,0.676,82,123,205,56,57,8,43,105,372,13.5,0.562,0.528,0.368,0.26,8.7,12.3,10.5,7.1,2.5,0.5,11.5,14.6,116,109,1.6,1.1,2.7,0.114
,Jared Jordan,2007,72,73.75,183,72,94,7,,,14.5,108.5,28.5,122.5,6,11.02,3.39,75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarrius Jackson,2007,72.25,73.5,191,77.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jason Cain,2007,80.75,81.5,219,83,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jason Smith,2007,82.75,83.5,233,82.75,106,7.5,,,33.5,139.5,37.5,143.5,15,10.96,3.29,8,20,2010,23,56,2,658,75,174,0.431,10,29,0.345,65,145,0.448,29,42,0.69,54,81,135,33,21,28,35,110,189,10.6,0.491,0.46,0.241,0.167,9.5,14.7,12.1,7.5,1.7,3.4,15.4,15.8,101,109,0.1,0.6,0.7,0.048
G,Javaris Crittenton,2007,75,76.75,194,77.5,98,4.5,,,32.5,130.5,38,136,11,11.6,3.32,30,19,2009,21,63,10,1174,131,285,0.46,2,15,0.133,129,270,0.478,53,92,0.576,57,109,166,150,40,6,82,101,317,10.4,0.487,0.463,0.323,0.053,5.6,11.2,8.3,19.8,1.8,0.4,20.1,15.8,97,115,-0.3,0.3,0,0
F,Jeff Green,2007,79.75,81.5,228,85.25,103,3.7,,,33.5,136.5,38,141,17,12,3.34,18,5,2009,22,78,78,2873,476,1068,0.446,96,247,0.389,380,821,0.463,242,307,0.788,120,399,519,155,81,33,173,202,1290,13.9,0.536,0.491,0.287,0.231,4.7,16.3,10.4,9.1,1.4,0.8,12.6,21.2,105,110,1.8,2.4,4.2,0.07
,Jeremy Hunt,2007,74.75,76.75,198,80.25,101.5,5.2,,,30.5,132,33,134.5,10,12.11,3.29,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jermareo Davidson,2007,81.5,83,230,88,109.5,6.9,,,27,136.5,30,139.5,7,12.63,3.53,77,36,2009,24,14,0,111,17,35,0.486,0,0,,17,35,0.486,8,17,0.471,10,24,34,1,2,3,5,12,42,12.3,0.494,0.486,0.486,0,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,101,112,0,0.1,0.1,0.036
C,Joakim Noah,2007,82.5,84,223,85.25,106.5,4.8,,,32.5,139,37.5,144,12,11.79,3.47,43,9,2009,23,80,55,1938,207,372,0.556,0,1,0,207,371,0.558,123,182,0.676,244,362,606,106,49,110,82,238,537,16.5,0.594,0.556,0.489,0.003,14.5,21.3,17.9,8.1,1.3,4.1,15.4,12.3,123,105,3.8,2.7,6.4,0.159
F,Josh McRoberts,2007,80.75,82,240,85,106.5,13.7,,,27.5,134,31.5,138,12,11.7,3.47,58,37,2009,21,33,0,279,35,83,0.422,0,10,0,35,73,0.479,10,13,0.769,26,48,74,16,12,16,12,41,80,12.5,0.451,0.422,0.157,0.12,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,100,105,0,0.4,0.4,0.073
F,Julian Wright,2007,78.5,80.5,211,86.25,108,6.1,,,28.5,136.5,33.5,141.5,2,11.48,3.36,66,13,2009,21,54,19,772,109,234,0.466,2,21,0.095,107,213,0.502,17,30,0.567,46,106,152,43,35,19,43,49,237,12.6,0.479,0.47,0.128,0.09,7.2,16.6,11.9,9.4,2.5,2.1,14.8,18.1,95,104,-0.4,1.2,0.8,0.048
,Justin Cage,2007,76.5,77.5,229,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
