position,name,combineyear,heightwoshoes,heightwshoes,weight,wingspan,reach,bodyfat,handlength,handwidth,nostepvert,nostepvertreach,maxvert,maxvertreach,bench,agility,sprint,rank,drafted,year,age,games,gamesstarted,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspct,efgpct,ftr,threepar,orbpct,drbpct,trbpct,astpct,stlpct,blkpct,tovpct,usgpct,ortg,drtg,ows,dws,ws,wsp48
,Bernard Sullivan,2010,79.5,80,216,81,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogdan Bogdanovic,2010,77.17,78.35,200,83.07,104.33,,,,27.2,131.53,35.8,140.13,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandan Kearney,2010,77,,170,83,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Branden Dawson,2010,77,78,202,83,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brenden Dawson,2010,,78,206,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bryan Davis,2010,80,,244,88,108,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byron Wesley,2010,76,,199,79,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CJ Barksdale,2010,79,,214,83,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Can Ozcan,2010,78.74,80.31,216,79.13,103.54,,,,23.6,127.14,31.9,135.44,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlton Brundidge,2010,73,,197,76.5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cedrick McAfee,2010,74,74,176,77,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chane Behanan,2010,78,,253,80,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charles Garcia,2010,80.25,81.25,232,85.75,107.5,7,8.75,9,24.5,132,30.5,138,2,11.65,3.23,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chas Mcfarland,2010,83.5,,235,85,107,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Jones,2010,68,,162,72,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Cole Aldrich,2010,81,83.25,236,88.75,111.5,8.5,9,9.25,23,134.5,28,139.5,10,11.48,3.35,,7,2011,22,18,0,142,8,15,0.533,0,0,,8,15,0.533,2,4,0.5,13,22,35,4,5,7,8,30,18,7,0.537,0.533,0.267,0,11.1,17.5,14.4,4,1.8,3.6,32.3,7.9,98,104,0,0.2,0.2,0.066
F,Craig Brackins,2010,80.5,81.75,229,84,109,7.9,9.5,11.25,26,135,35,144,6,11.65,3.39,,39,2011,23,3,0,33,4,16,0.25,0,5,0,4,11,0.364,0,0,,2,2,4,1,1,0,0,3,8,0.1,0.25,0.25,0,0.313,7,7,7,4.6,1.6,0,0,22.3,66,108,-0.1,0,-0.1,-0.154
,D'Angelo Harrison,2010,74,,189,77,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dai-Jon Parker,2010,74.5,74.5,182,81,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-F,Damion James,2010,78.25,79.75,227,84.75,107,9.6,9.25,8.5,29,136,33,140,13,10.89,3.2,,16,2011,23,25,9,403,46,103,0.447,0,3,0,46,100,0.46,18,28,0.643,17,68,85,20,16,12,25,36,110,10.1,0.477,0.447,0.272,0.029,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,90,106,-0.4,0.5,0.1,0.015
,Daniel Clark,2010,82.68,83.86,241,85.43,111.02,,,,23.2,134.22,28.7,139.72,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Daniel Orton,2010,80.75,81.5,269,88.25,110.5,13.8,8.5,9.75,24,134.5,30.5,141,13,12.32,3.39,,13,2012,21,16,2,187,17,30,0.567,0,1,0,17,29,0.586,11,25,0.44,19,20,39,5,8,9,7,30,45,12.7,0.549,0.567,0.833,0.033,11.6,12.5,12,4.3,2.3,3.8,14.6,12,112,101,0.2,0.3,0.5,0.129
G,Darington Hobson,2010,77.25,78.5,204,81.25,104.5,6.2,8.25,9,29,133.5,34,138.5,,11.68,3.25,,38,2012,24,5,0,39,2,13,0.154,0,6,0,2,7,0.286,0,0,,0,3,3,6,0,0,2,1,4,-3.3,0.154,0.154,0,0.462,0,8.7,4.2,20.9,0,0,13.3,16.9,50,112,-0.2,0,-0.2,-0.225
,David Kool,2010,73.5,,213,74.5,94.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DeMarcus Cousins,2010,81.5,82.75,292,89.75,113,16.4,9.25,10,23.5,136.5,27.5,140.5,,11.4,3.55,,4,2011,20,81,62,2309,432,1004,0.43,3,18,0.167,429,986,0.435,276,402,0.687,217,482,699,204,85,68,268,332,1143,14.6,0.484,0.432,0.4,0.018,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,94,105,-1.9,2.9,1.1,0.022
,DeShawn Sims,2010,78.75,80,230,84,104.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deng Leek,2010,,82.5,220,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Denis Clemente,2010,71.75,72,172,74,94.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Denzel Bowles,2010,,82,247,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deon Thompson,2010,79,,250,86.5,107.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Derrick Caracter,2010,80.25,81.5,280,84.25,107.25,12.8,9,10.25,25,132.25,30.5,137.75,22,12.78,3.61,,60,2011,22,41,0,215,32,66,0.485,0,0,,32,66,0.485,17,23,0.739,19,24,43,7,4,10,19,47,81,10,0.532,0.485,0.348,0,10.3,12.2,11.3,5.1,1,3.5,20,20.2,98,105,0,0.3,0.3,0.057
F,Derrick Favors,2010,80.75,82.25,245,88,110,6.5,8.75,9.25,31.5,141.5,35.5,145.5,14,11.74,3.25,,3,2011,19,78,27,1535,215,416,0.517,0,0,,215,416,0.517,103,173,0.595,171,241,412,39,29,68,77,246,533,13.8,0.542,0.517,0.416,0,12.9,19.1,16,4.2,1,3.5,13.5,17.1,108,108,1.5,1.4,2.9,0.091
,Derrick Randall,2010,80,,224,84,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Derrick Wilson,2010,72.5,,216,79,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Desmond Hubert,2010,81,80,195,86,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deuce Bello,2010,75,,175,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devan Downey,2010,68.5,69.5,171,72.5,90.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Devin Ebanks,2010,79,80.25,208,84.25,107.5,7.9,8.25,9,23.5,131,32,139.5,6,11.69,3.44,,30,2011,21,20,0,118,21,51,0.412,2,5,0.4,19,46,0.413,18,23,0.783,15,12,27,2,4,5,6,7,62,19.4,0.507,0.431,0.451,0.098,14.9,11.1,13,2.8,1.8,3.2,8.9,25.9,109,104,0.2,0.2,0.4,0.144
C,Dexter Pittman,2010,81.5,83.5,303,90,111,20.8,10.25,10.5,,,,,,,,,48,2011,22,2,0,11,1,3,0.333,0,0,,1,3,0.333,0,0,,1,2,3,0,0,0,2,2,2,-6.4,0.333,0.333,0,0,11.5,20.4,16.2,0,0,0,40,21.3,52,106,-0.1,0,-0.1,-0.246
,Dezmine Wells,2010,76,76.5,218,82,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dior Lowhorn,2010,77,,239,82,101.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Dominique Jones,2010,75.25,77,216,81.25,101,5.9,9,10.25,26,127,32.5,133.5,19,10.88,3.31,,34,2011,22,18,0,135,14,45,0.311,0,4,0,14,41,0.341,14,17,0.824,6,19,25,19,5,3,10,7,42,10.6,0.4,0.311,0.378,0.089,5.4,15.9,10.8,20.8,1.9,1.7,16,21.7,89,104,-0.2,0.2,0,0.007
,Dominique Pointer,2010,,77,193,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Donald Sloan,2010,73,,206,77,97.5,,,,,,,,,,,,No,2012,24,33,11,669,79,198,0.399,2,25,0.08,77,173,0.445,23,30,0.767,18,49,67,105,13,3,49,37,183,8.9,0.433,0.404,0.152,0.126,3,8.6,5.7,26.5,1,0.3,18.8,17.6,91,112,-0.4,0.1,-0.3,-0.024
,Duo Meng,2010,75.2,75.98,204,75.59,98.03,,,,23.6,121.63,31.9,129.93,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dwight Lewis,2010,76.5,,210,78.5,98.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Ed Davis,2010,81,81.75,227,84,108,10,9.25,10,31,139,36,144,,11.7,3.21,,10,2011,21,65,17,1602,215,373,0.576,0,0,,215,373,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501,15.8,0.583,0.576,0.343,0,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,120,110,2.9,1.1,4,0.119
G,Edwin Ubiles,2010,77.75,78.5,199,81.75,103.5,,,,,,,,,,,,No,2012,25,4,0,52,5,18,0.278,1,5,0.2,4,13,0.308,3,3,1,2,8,10,1,1,1,1,1,14,7.3,0.362,0.306,0.167,0.278,4.3,17.5,10.9,2.9,1,1.5,4.9,17.5,84,107,-0.1,0,0,-0.026
F,Ekpe Udoh,2010,80.75,81.75,237,88.5,106.5,8,9.5,8.75,31,137.5,33.5,140,10,11.15,3.29,,8,2011,23,58,18,1030,97,222,0.437,0,0,,97,222,0.437,42,64,0.656,80,101,181,40,22,86,48,144,236,9.7,0.472,0.437,0.288,0,8.6,11.4,10,5.4,1.1,6.4,16.1,12.8,98,110,0,0.7,0.7,0.032
G,Eric Bledsoe,2010,72.25,73.5,192,79.5,98,5.6,8.5,9.75,,,,,9,,,,25,2011,21,81,25,1841,206,486,0.424,32,116,0.276,174,370,0.47,99,133,0.744,68,155,223,289,92,26,194,130,543,10.8,0.499,0.457,0.274,0.239,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,93,108,-1.3,1.6,0.3,0.008
,Eric Boateng,2010,81.25,,260,86.25,109,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Evan Turner,2010,77.75,79,214,80,103.5,8.6,8.75,9.5,27.5,131,34.5,138,9,11.06,3.27,,2,2011,22,78,14,1797,225,529,0.425,14,44,0.318,211,485,0.435,101,125,0.808,42,264,306,159,49,14,80,138,565,10.8,0.484,0.439,0.236,0.083,2.7,16.9,9.8,13.4,1.4,0.6,12,17,99,106,0,2.2,2.3,0.06
,Filip Covic,2010,68.9,69.69,175,70.87,90.55,,,,0,,0,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Gani Lawal,2010,79.5,81,233,84,107.5,6.3,8.5,10,27,134.5,31.5,139,20,11.61,3.24,,31,2011,22,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-9.1,,,,,0,0,0,0,0,0,,0,,117,0,0,0,-0.009
,Gavin Edwards,2010,80.5,,236,85.75,108.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gerald Lee,2010,81.5,,237,83,105.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Gordon Hayward,2010,78.75,80,211,79.75,103,6.9,8.5,9.25,30.5,133.5,34.5,137.5,10,11.73,3.22,,18,2011,20,72,17,1218,142,293,0.485,35,74,0.473,107,219,0.489,69,97,0.711,41,98,139,81,30,19,70,106,388,10.7,0.578,0.544,0.331,0.253,4,9.8,6.9,10.2,1.3,1.3,17.3,15.3,106,113,0.8,0.4,1.2,0.048
,Greg Lewis,2010,80,80,221,83,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-C,Greg Monroe,2010,81.75,83,247,86.25,108.5,11.2,8.75,9.5,25,133.5,29,137.5,15,12.1,3.35,,9,2011,20,80,48,2222,303,550,0.551,0,1,0,303,549,0.552,145,233,0.622,248,353,601,105,93,45,81,196,751,18,0.575,0.551,0.424,0.002,13,20.4,16.5,7.5,2.3,1.6,11,15.4,120,109,4.7,1.9,6.6,0.143
G,Greivis Vasquez,2010,77,78.5,211,79,101,8.6,7.75,9.25,24.5,125.5,28,129,1,11.13,3.48,,50,2011,24,70,1,860,95,233,0.408,25,86,0.291,70,147,0.476,34,44,0.773,12,61,73,151,22,4,70,83,249,9.4,0.493,0.461,0.189,0.369,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,97,109,-0.1,0.7,0.5,0.03
C,Hamady N'Diaye,2010,82.5,,233,90,111,,,,,,,,,,,,56,2011,24,16,0,80,4,5,0.8,0,0,,4,5,0.8,6,12,0.5,2,5,7,0,2,5,3,18,14,5.3,0.681,0.8,2.4,0,2.8,7.4,5,0,1.3,4.8,22.6,7.3,107,111,0,0,0.1,0.046
,Hanlin Dong,2010,81.1,82.09,222,83.86,108.27,,,,25.2,133.47,35.4,143.67,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Hassan Whiteside,2010,82.5,83.5,227,91,113,5.5,8.25,10.25,27,140,31.5,144.5,12,11.83,3.54,,14,2011,21,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-17.9,,,,,0,0,0,0,0,0,,0,,115,0,0,0,0.007
,Hunter Mickelson,2010,82,,189,84,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Ishmael Smith,2010,71.25,,171,76.5,94.75,,,,,,,,,,,,No,2011,22,43,3,442,43,115,0.374,3,10,0.3,40,105,0.381,12,21,0.571,7,40,47,79,18,2,34,37,101,7.6,0.406,0.387,0.183,0.087,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,88,109,-0.5,0.4,-0.1,-0.016
,JaKarr Sampson,2010,78.5,,193,83,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jabari Hinds,2010,,72,165,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jahaii Carson,2010,,75,167,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jakub Wojciechowski,2010,83.46,85.04,225,82.68,108.27,,,,24,132.27,33.9,142.17,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamar Smith,2010,74.5,,172,76,98.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,James Anderson,2010,76.75,77.75,208,80.5,104,7.9,9,7,30,134,35.5,139.5,14,11.86,3.19,,17,2011,21,26,2,286,31,81,0.383,18,46,0.391,13,35,0.371,14,18,0.778,2,21,23,18,3,6,13,24,94,8.5,0.529,0.494,0.222,0.568,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,102,110,0.1,0.2,0.3,0.051
,James Florence,2010,72,,182,76,94.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jarvis Varnado,2010,80.25,82,210,87.5,109.5,9.5,9.25,9.5,29.5,139,32.5,142,3,11.61,3.37,,41,2013,24,13,0,58,3,7,0.429,0,0,,3,7,0.429,2,4,0.5,2,7,9,3,1,2,6,10,8,1.2,0.457,0.429,0.571,0,4.4,14,9.4,7.2,0.9,2.8,40.7,12.1,68,105,-0.1,0.1,-0.1,-0.059
,Jason Love,2010,79.5,,272,88.25,108.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Jeff Foote,2010,84.25,,252,88,111.5,,,,,,,,,,,,No,2012,24,4,0,39,2,6,0.333,0,0,,2,6,0.333,0,0,,1,5,6,0,0,1,2,5,4,-0.9,0.333,0.333,0,0,3.1,15,9.2,0,0,2.1,25,9.7,58,108,-0.1,0,-0.1,-0.079
,Jelon Hornbeak,2010,,74,170,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeremiah Davis,2010,73.5,,203,80,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jeremy Lin,2010,75,75.5,201,77,98,,,,,,,,,,,,No,2011,22,29,0,285,28,72,0.389,1,5,0.2,27,67,0.403,19,25,0.76,12,22,34,42,33,9,18,31,76,14.8,0.458,0.396,0.347,0.069,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,100,103,0,0.4,0.5,0.078
,Jermaine Beal,2010,74.75,,209,80,99.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Jerome Jordan,2010,83.5,84.75,244,89.25,113,6.9,9,10.25,,,,,,,,,42,2012,25,21,0,108,17,33,0.515,0,0,,17,33,0.515,8,10,0.8,14,13,27,4,1,6,2,15,42,18.3,0.561,0.515,0.303,0,14.8,14.1,14.4,6.3,0.5,4.4,5.1,16.4,126,102,0.3,0.1,0.5,0.211
,Jerome Randle,2010,69.25,70,169,72,88.5,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jimmer Fredette,2010,,74.5,196,77,,,,,,,,,,,,,20,2012,22,61,7,1135,172,446,0.386,78,216,0.361,94,230,0.409,40,48,0.833,17,56,73,108,30,3,67,73,462,10.8,0.495,0.473,0.108,0.484,1.6,5.7,3.5,15.1,1.3,0.2,12.5,20.4,100,114,0.5,-0.2,0.3,0.012
G,John Wall,2010,74.75,76,196,81.25,101.5,5.6,8.25,9.5,30,131.5,39,140.5,,10.84,3.14,,1,2011,20,69,64,2606,398,972,0.409,34,115,0.296,364,857,0.425,301,393,0.766,35,282,317,574,121,35,261,175,1131,15.8,0.494,0.427,0.404,0.118,1.5,12.8,6.9,36,2.4,1,18.6,23.8,100,110,0.3,1.9,2.2,0.041
,Jon Scheyer,2010,76.75,78,180,75.25,99,5.4,7.75,9.5,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jonathan Tavernari,2010,75.98,76.77,228,79.53,101.97,,,,23.2,125.17,28.7,130.67,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jordan Crawford,2010,75,76.5,198,79,101,4.9,8,9,31.5,132.5,34.5,135.5,7,11.03,3.37,,32,2011,22,42,18,1027,192,500,0.384,33,128,0.258,159,372,0.427,73,84,0.869,31,74,105,117,39,3,83,63,490,11.8,0.456,0.417,0.168,0.256,3.4,8.6,5.9,19.8,2,0.2,13.4,27,92,112,-1,0.5,-0.6,-0.026
,Jordan Eglseder,2010,82.5,,285,86.75,110,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joseph Uchebo,2010,81,,238,84.5,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julian Lewis,2010,75.5,,186,77,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julian Royal,2010,79,80,225,84,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Neuhaus,2010,82,,220,85,107.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keith Gallon,2010,80.5,81.5,302,88.5,109.5,15.1,9.25,10.5,23.5,133,28.5,138,14,13.44,3.7,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentavious Caldwell,2010,,78,185,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenyatta Smith,2010,80,,270,87,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Kevin Johnson,2010,,82,246,84,,,,,,,,,,,,,,1988,21,80,28,1917,275,596,0.461,5,24,0.208,270,572,0.472,177,211,0.839,36,155,191,437,103,24,146,155,732,15.5,0.531,0.466,0.354,0.04,2.1,9.2,5.7,31.4,2.6,0.7,17.5,18.2,109,109,2.2,1.9,4,0.101
,Kevin Palmer,2010,77,,194,81.5,101.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle Wiltjer,2010,81,81,226,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Lance Stephenson,2010,76.5,77.75,227,82.5,103,9.3,9,10.25,27,130,33,136,10,11.39,3.38,,58,2011,20,12,0,115,13,39,0.333,0,5,0,13,34,0.382,11,14,0.786,1,17,18,21,4,0,16,14,37,5.5,0.41,0.333,0.359,0.128,1,16.3,8.7,28.3,1.8,0,26.2,23.5,78,106,-0.4,0.1,-0.2,-0.093
,Landon Milbourne,2010,77.25,,208,81.25,101.5,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Landry Fields,2010,78.5,,216,81.5,104.5,,,,,,,,,,,,39,2011,22,82,81,2541,299,602,0.497,86,219,0.393,213,383,0.556,113,147,0.769,105,416,521,155,80,17,107,114,797,13.5,0.598,0.568,0.244,0.364,4.7,18.9,11.7,9,1.6,0.5,13.8,13.5,115,110,3.4,1.8,5.3,0.1
F,Larry Sanders,2010,81.25,82.5,222,89.75,112,4.6,9.75,11,25.5,137.5,28,140,7,12.49,3.27,,22,2011,22,60,12,872,116,268,0.433,0,0,,116,268,0.433,28,50,0.56,59,119,178,16,22,72,38,117,260,11,0.448,0.433,0.187,0,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,91,99,-0.7,1.8,1,0.057
,Laurence Ekperigin,2010,78.5,,220,85.5,106,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawrence Westbrook,2010,71,,190,76.25,94.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Lazar Hayward,2010,76.5,77.75,226,84.75,102,7.5,9.25,9.5,31,133,36,138,15,10.87,3.31,,30,2011,24,42,0,419,55,154,0.357,17,60,0.283,38,94,0.404,33,42,0.786,23,47,70,28,12,7,19,44,160,10.8,0.464,0.412,0.273,0.39,5.9,12.8,9.3,10.3,1.4,1.3,9.9,19.5,101,112,0.1,0.2,0.3,0.035
,Levi Randolph,2010,76,76.5,179,81,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas Alves,2010,77.95,79.53,228,85.43,105.51,,,,28,133.51,33.5,139.01,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucca Staiger,2010,75.59,76.77,229,78.35,101.57,,,,25.6,127.17,34.3,135.87,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ludovic Vaty,2010,80.31,81.89,255,85.43,108.27,,,,26.4,134.67,32.7,140.97,,,3.86,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Luke Babbitt,2010,79.5,80.75,218,83.25,104.5,5.6,8.5,10,29.5,134,37.5,142,15,10.98,3.4,,20,2011,21,24,0,137,15,55,0.273,3,16,0.188,12,39,0.308,3,9,0.333,6,24,30,6,2,2,8,15,36,1,0.305,0.3,0.164,0.291,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,68,107,-0.6,0.1,-0.4,-0.143
F,Luke Harangody,2010,78,79.75,240,81.5,106,11.1,8.75,9.75,24,130,28.5,134.5,23,11.83,3.41,,56,2011,23,49,0,640,79,206,0.383,16,66,0.242,63,140,0.45,19,26,0.731,40,103,143,30,15,17,16,80,193,10.1,0.444,0.422,0.126,0.32,7.5,18.9,13.2,7.6,1.2,2,6.9,16.8,98,107,-0.1,0.7,0.6,0.048
,Lynos Chrisikopoulos,2010,79.92,81.5,210,84.65,106.69,,,,22.4,129.09,33.5,140.19,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mamadou Samb,2010,80.31,81.5,211,86.22,110.63,,,,21.7,132.33,30.3,140.93,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Manny Harris,2010,76,77.5,185,79.25,102,3.8,8.5,9,,,,,11,,,,No,2011,21,54,15,933,108,289,0.374,34,92,0.37,74,197,0.376,71,93,0.763,36,104,140,85,31,7,63,65,321,10.4,0.486,0.433,0.322,0.318,4.3,13.2,8.6,14.8,1.7,0.6,16,19.1,95,112,-0.4,0.4,0,0.002
,Marcus Ginyard,2010,76.5,,216,80.75,100.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
