"playerID","yearID","stint","teamID","lgID","G","G_batting","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","G_old","POS","AS"
"adamsbu01",1944,1,"PHI","NL",151,151,584,86,165,35,3,17,64,2,NA,74,74,NA,7,17,NA,11,151,"OF",FALSE
"adamsbu01",1945,1,"PHI","NL",14,14,56,6,13,3,1,2,8,0,NA,5,5,NA,0,0,NA,2,14,"OF",FALSE
"adamsbu01",1945,2,"SLN","NL",140,140,578,98,169,26,0,20,101,3,NA,57,75,NA,3,8,NA,8,140,"OF",FALSE
"adamsbu01",1946,1,"SLN","NL",81,81,173,21,32,6,0,5,22,3,NA,29,27,NA,3,4,NA,3,81,"OF",FALSE
"adamsbu01",1947,1,"PHI","NL",69,69,182,21,45,11,1,2,15,2,NA,26,29,NA,0,1,NA,3,69,"OF",FALSE
"adamsdi01",1947,1,"PHA","AL",37,37,89,9,18,2,3,2,11,0,0,2,18,NA,0,2,NA,0,37,"1B",FALSE
"adamsgl01",1975,1,"SFN","NL",61,61,90,10,27,2,1,4,15,1,0,11,25,0,1,0,1,1,61,"OF",FALSE
"adamsgl01",1977,1,"MIN","AL",95,95,269,32,91,17,0,6,49,0,2,18,30,3,0,0,3,5,95,"DH",FALSE
"adamsgl01",1978,1,"MIN","AL",116,116,310,27,80,18,1,7,35,0,1,17,32,0,0,2,0,10,116,"DH",FALSE
"adamsgl01",1979,1,"MIN","AL",119,119,326,34,98,13,1,8,50,2,2,25,27,0,3,1,6,3,119,"DH",FALSE
"adamsgl01",1980,1,"MIN","AL",99,99,262,32,75,11,2,6,38,2,4,15,26,1,0,6,4,11,99,"DH",FALSE
"adamsgl01",1981,1,"MIN","AL",72,72,220,13,46,10,0,2,24,0,1,20,26,4,0,0,2,10,72,"DH",FALSE
"adamsgl01",1982,1,"TOR","AL",30,30,66,2,17,4,0,1,11,0,0,4,5,0,0,0,3,3,30,"DH",FALSE
"adamshe01",1949,1,"CHA","AL",56,56,208,26,61,5,3,0,16,1,2,9,16,NA,0,1,NA,3,56,"OF",FALSE
"adamshe01",1950,1,"CHA","AL",34,34,118,12,24,2,3,0,2,3,0,12,7,NA,2,1,NA,2,34,"OF",FALSE
"adamsma01",2012,1,"SLN","NL",27,NA,86,8,21,6,0,2,13,0,0,5,24,0,0,0,0,3,NA,"1B",FALSE
"adamsmi02",1973,1,"MIN","AL",55,55,66,21,14,2,0,3,6,2,1,17,18,0,1,0,0,2,55,"OF",FALSE
"adamsri02",1983,1,"CAL","AL",58,58,112,22,28,2,0,2,6,1,1,5,12,0,3,3,0,2,58,"SS",FALSE
"adamsri02",1985,1,"SFN","NL",54,54,121,12,23,3,1,2,10,1,1,5,23,3,1,3,0,2,54,"SS",FALSE
"adamsru01",2004,1,"TOR","AL",22,22,72,10,22,2,1,4,10,1,0,5,5,0,1,0,0,3,22,"SS",FALSE
"adamsru01",2005,1,"TOR","AL",139,139,481,68,123,27,5,8,63,11,2,50,57,1,3,3,8,5,139,"SS",FALSE
"adamsru01",2006,1,"TOR","AL",90,90,251,31,55,14,1,3,28,1,2,22,41,0,1,3,3,5,90,"2B",FALSE
"adamsru01",2007,1,"TOR","AL",27,27,60,14,14,3,0,2,12,2,1,7,14,1,0,2,0,1,27,"3B",FALSE
"adamsry01",2011,1,"BAL","AL",29,29,89,9,25,4,0,0,7,0,0,6,25,0,1,0,0,7,29,"2B",FALSE
"adamssp01",1922,1,"CHN","NL",11,11,44,5,11,0,1,0,3,1,2,4,3,NA,0,1,NA,NA,11,"2B",FALSE
"adamssp01",1923,1,"CHN","NL",95,95,311,40,90,12,0,4,35,20,19,26,10,NA,1,14,NA,NA,95,"SS",FALSE
"adamssp01",1924,1,"CHN","NL",117,117,418,66,117,11,5,1,27,15,17,40,20,NA,1,14,NA,NA,117,"SS",FALSE
"adamssp01",1925,1,"CHN","NL",149,149,627,95,180,29,8,2,48,26,12,44,15,NA,7,9,NA,NA,149,"2B",FALSE
"adamssp01",1926,1,"CHN","NL",154,154,624,95,193,35,3,0,39,27,NA,52,27,NA,5,19,NA,NA,154,"2B",FALSE
"adamssp01",1927,1,"CHN","NL",146,146,647,100,189,17,7,0,49,26,NA,42,26,NA,0,16,NA,NA,146,"2B",FALSE
"adamssp01",1928,1,"PIT","NL",135,135,539,91,149,14,6,0,38,8,NA,64,18,NA,4,21,NA,NA,135,"2B",FALSE
"adamssp01",1929,1,"PIT","NL",74,74,196,37,51,8,1,0,11,3,NA,15,5,NA,1,5,NA,NA,74,"SS",FALSE
"adamssp01",1930,1,"SLN","NL",137,137,570,98,179,36,9,0,55,7,NA,45,27,NA,1,15,NA,NA,137,"3B",FALSE
"adamssp01",1931,1,"SLN","NL",143,143,608,97,178,46,5,1,40,16,NA,42,24,NA,2,6,NA,NA,143,"3B",FALSE
"adamssp01",1932,1,"SLN","NL",31,31,127,22,35,3,1,0,13,0,NA,14,5,NA,1,0,NA,NA,31,"3B",FALSE
"adamssp01",1933,1,"SLN","NL",8,8,30,1,5,1,0,0,0,0,NA,1,3,NA,1,0,NA,2,8,"3B",FALSE
"adamssp01",1933,2,"CIN","NL",137,137,538,59,141,21,1,1,22,3,NA,44,30,NA,2,15,NA,10,137,"3B",FALSE
"adamssp01",1934,1,"CIN","NL",87,87,278,38,70,16,1,0,14,2,NA,20,10,NA,2,1,NA,2,87,"3B",FALSE
"adamssp02",1923,1,"PIT","NL",25,25,56,11,14,0,1,0,4,2,1,6,6,NA,0,0,NA,NA,25,"2B",FALSE
"adamssp02",1925,1,"WS1","AL",39,39,55,11,15,4,1,0,4,1,1,5,4,NA,0,3,NA,NA,39,"2B",FALSE
"adamssp02",1927,1,"SLA","AL",88,88,259,32,69,11,3,0,29,1,8,24,33,NA,2,9,NA,NA,88,"2B",FALSE
"adcocjo01",1950,1,"CIN","NL",102,102,372,46,109,16,1,8,55,2,NA,24,24,NA,0,3,NA,12,102,"OF",FALSE
"adcocjo01",1951,1,"CIN","NL",113,113,395,40,96,16,4,10,47,1,2,24,29,NA,1,2,NA,25,113,"OF",FALSE
"adcocjo01",1952,1,"CIN","NL",117,117,378,43,105,22,4,13,52,1,4,23,38,NA,1,1,NA,10,117,"OF",FALSE
"adcocjo01",1953,1,"ML1","NL",157,157,590,71,168,33,6,18,80,3,2,42,82,NA,2,6,NA,22,157,"1B",FALSE
"adcocjo01",1954,1,"ML1","NL",133,133,500,73,154,27,5,23,87,1,4,44,58,NA,3,11,4,7,133,"1B",FALSE
"adcocjo01",1955,1,"ML1","NL",84,84,288,40,76,14,0,15,45,0,2,31,44,3,2,2,1,13,84,"1B",FALSE
"adcocjo01",1956,1,"ML1","NL",137,137,454,76,132,23,1,38,103,1,0,32,86,6,1,11,2,11,137,"1B",FALSE
"adcocjo01",1957,1,"ML1","NL",65,65,209,31,60,13,2,12,38,0,0,20,51,3,1,0,1,7,65,"1B",FALSE
"adcocjo01",1958,1,"ML1","NL",105,105,320,40,88,15,1,19,54,0,0,21,63,1,1,2,5,14,105,"1B",FALSE
"adcocjo01",1959,1,"ML1","NL",115,115,404,53,118,19,2,25,76,0,0,32,77,6,0,2,6,8,115,"1B",FALSE
"adcocjo01",1960,1,"ML1","NL",138,138,514,55,153,21,4,25,91,2,2,46,86,7,1,5,4,13,138,"1B",TRUE
"adcocjo01",1960,1,"ML1","NL",138,138,514,55,153,21,4,25,91,2,2,46,86,7,1,5,4,13,138,"1B",TRUE
"adcocjo01",1961,1,"ML1","NL",152,152,562,77,160,20,0,35,108,2,1,59,94,4,2,4,2,22,152,"1B",FALSE
"adcocjo01",1962,1,"ML1","NL",121,121,391,48,97,12,1,29,78,2,0,50,91,8,1,2,3,18,121,"1B",FALSE
"adcocjo01",1963,1,"CLE","AL",97,97,283,28,71,7,1,13,49,1,2,30,53,4,0,1,3,7,97,"1B",FALSE
"adcocjo01",1964,1,"LAA","AL",118,118,366,39,98,13,0,21,64,0,2,48,61,4,0,0,1,13,118,"1B",FALSE
"adcocjo01",1965,1,"CAL","AL",122,122,349,30,84,14,0,14,47,2,2,37,74,3,1,0,0,10,122,"1B",FALSE
"adcocjo01",1966,1,"CAL","AL",83,83,231,33,63,10,3,18,48,2,2,31,48,6,0,0,3,11,83,"1B",FALSE
"addisbo01",1951,1,"BSN","NL",85,85,199,23,55,7,0,1,24,3,2,9,10,NA,0,3,NA,4,85,"OF",FALSE
"addisbo01",1952,1,"CHN","NL",93,93,292,38,86,13,2,1,20,4,4,23,30,NA,0,2,NA,5,93,"OF",FALSE
"adducji01",1988,1,"ML4","AL",44,44,94,8,25,6,1,1,15,0,1,0,15,0,0,0,3,1,44,"OF",FALSE
"addybo01",1871,1,"RC1","NA",25,25,118,30,32,6,0,0,13,8,1,4,0,NA,NA,NA,NA,NA,25,"2B",FALSE
"addybo01",1873,1,"PH2","NA",10,10,51,12,16,1,0,0,10,0,1,2,0,NA,NA,NA,NA,NA,10,"OF",FALSE
"addybo01",1873,2,"BS1","NA",31,31,152,37,54,5,2,1,36,2,3,1,0,NA,NA,NA,NA,NA,31,"OF",FALSE
"addybo01",1874,1,"HR1","NA",50,50,213,25,51,9,2,0,23,4,2,1,0,NA,NA,NA,NA,NA,50,"2B",FALSE
"addybo01",1875,1,"PH2","NA",69,69,310,60,80,8,4,0,43,16,8,0,2,NA,NA,NA,NA,NA,69,"OF",FALSE
"addybo01",1876,1,"CHN","NL",32,32,142,36,40,4,1,0,16,NA,NA,5,0,NA,NA,NA,NA,NA,32,"OF",FALSE
